Nome,Endereço,Latitude,Longitude,Categoria
Gregory Modas Indústria e Comércio,SCN Q 5 BL A  lj 24L,-15.7835998535156,-47.880500793457,Compras
Plaza Mall,"R. das Carnaúbas, 04",-15.8252294,-47.8909117,Compras
Ri Happy Brinquedos,SDN Lote Único  cj A,-15.7917365553858,-47.8834319976575,Compras
Natural Congelados,"Av. das Castanheiras, 34",-15.8400292,-48.028201,Compras
Lanchonete e Mercado nossa venda,"CLN, 410",-15.7513097,-47.8852213,Compras
Livraria Cultura,Iguatemi,-15.7193336,-47.885479,Compras
Fascar Calçados,SCEES  lt 6580 lj 201S,-15.8284302,-47.9586296,Compras
Supermercado Tókio,"C 01, 05",-15.8345276,-48.0526446,Compras
Mercado Natália,Q 15  cl 1 lj 3,-15.6349802017212,-47.8298683166504,Compras
Le Postiche,SDN Lote Único  lj 101,-15.7907305,-47.8844109,Compras
Luigi Bertolli,SHIN CA 4,-15.7268496,-47.8789902,Compras
Armarinho Milano,"SCS, 306",-15.759545,-47.886715,Compras
Locvideo,CLS 104 BL A  lj 15,-15.80723,-47.8928719,Compras
Dalva Flores,SDC Feira da Torre de TV,-15.7910998627285,-47.8945534675506,Compras
Mercearia e Sacolão Lima,CSC 1  lt 2 lj 2,-15.8375463,-48.0591774,Compras
Ciatoy,"Sia Trecho, 10",-15.7955035210007,-47.9472322731626,Compras
La Fiancée Noivas,"Shis Qi, 16",-15.85285,-47.8738594,Compras
Thaiza Francischini,"CLS 115 Bloco A, 18",-15.8348389,-47.9220136,Compras
Hortifrutti Pães e Vinhos,"SHIN QI, 03-04",-15.7251301,-47.8715782,Compras
Damyller,CC Taguatinga,-15.8423850299693,-48.0433018873108,Compras
Opção,CC Taguatinga,-15.8399525,-48.0433159,Compras
Aleatto,CC Boulevard,-15.734025169041,-47.8975539802852,Compras
Cotton Up,CLN 314 BL D  s 106,-15.7441998,-47.895649,Compras
Centro Comercial Gilberto Salomão,"SHIS, 5",-15.846639,-47.896024,Compras
Lupo,Shopping Conjunto Nacional,-15.7914489,-47.8831873,Compras
New Tempo Relógios,"Feira Do Sia, Conjunto D Stand, 359",-15.7941454,-47.8825479,Compras
Pisa Leve,"CLN 210, Bl. D, Lj. 4/8",-15.7570643,-47.882608,Compras
Via Mia,"SAI/SO, nº 6.580 2º Piso - Loja 228 Q Guará",-15.8335293,-47.9552629,Compras
Livraria Comunicação Mix,"CLN 406 Bloco D, 04",-15.7664896,-47.8770858,Compras
M. Officer,Av. das Araucárias lt 1835,-15.8380139,-48.0160143,Compras
Clínica do Tênis Conserto e Reforma Em Geral,CLN 208 BL C  lj 31,-15.7615004,-47.8812485,Compras
Coca-Cola Clothing,CC Taguatinga,-15.8519217,-48.0420788,Compras
Santa Felicidade Supermercado,Av. Comercial  lt 2221,-15.9052572,-47.7732353,Compras
Drogaria Pacheco,"CLS 413 Bloco D, 22",-15.8303524,-47.9122861,Compras
Livraria Comunicação - Tertúlia Artesanato Cultural,"CLN 406, BLOCO D",-15.7664896,-47.8770858,Compras
Shopping One Park Mall,"R. das Paineiras, 6",-15.838305,-48.032592,Compras
Adidas,"SDN BL ÚNICO TE L16, Shopping Conjunto Nacional",-15.7911879501938,-47.8830253332853,Compras
Tchê,"CLN 314 Bl. B, 09",-15.7585786,-47.8876331,Compras
Banca 112 Sul,SQS 112,-15.8243504,-47.9145699,Compras
Hipermercado Extra,"Setor M Qnm, 11",-15.8208093434331,-48.1010484747197,Compras
Quiosque Cultural,SDS  pj T4,-15.7962103,-47.8858604,Compras
Outlet Lingerie,"Q SHC/Norte CL Quadra, 308",-15.7628021,-47.8889941,Compras
JK Shopping,"Av. Hélio Prates, QNM 34",-15.8091680476604,-48.094019558441,Compras
Kirsche,SHCES Q 101 BL B,-15.7994299,-47.9445305,Compras
Santa Lolla,SAISO  area 6580 lt 134B,-15.8219995498657,-47.9854011535645,Compras
Ciatoy Brinquedos,SHIS QI 5 BL A  lj 18/19,-15.8495302,-47.9034309,Compras
Supermercado Superbom,QS 314  lt 1 cj 7,-15.8767099,-48.066761,Compras
Arezzo,"CLS 206 Bloco C, 02",-15.8268977,-47.9191361,Compras
Casa do Cowboy,"QNA, 16",-15.826884,-48.0568081,Compras
Roupa da Casa,SHIN CA 1,-15.721309,-47.882846,Compras
Sapataria do Futuro,CA 4  lt A lj 3C,-15.7194204,-47.8852081,Compras
Arezzo,CA 4  lt A lj 31,-15.7194204,-47.8852081,Compras
Uncle K,CC Iguatemi,-15.7193899,-47.8852534,Compras
Ed Complementos,SHIS QI 5 BL I  lj 8,-15.8364401,-47.8676796,Compras
Super Maia Supermercado,Quadra 8 Sobradinho,-15.6452820013439,-47.7997149813202,Compras
Carlota Ophir,"CLN 407 Bloco E, 66",-15.7685793,-47.8879376,Compras
Prada,"SHI Norte Qd CA ,Lt 04",-15.720544,-47.886599,Compras
Outlet Lingerie,"CLS, 304",-15.8165853,-47.8933258,Compras
Oscarito Vídeolocadora,SCLN 407 BL E  lj 13,-15.7661304,-47.8769989,Compras
Banca Lucia,Setor B Norte Cnb 1 6-8,-15.8317436451356,-48.0578470914011,Compras
Casa do Rio Grande do Sul,CLS 207 BL A  lj 7,-15.8188896,-47.8999596,Compras
Discodil,C 10  lt 7 lj 1,-15.8335342,-48.0587616,Compras
Overstreet Skateshop,"SDS Bloco E, 24",-15.7941454,-47.8825479,Compras
Galpão Dular,"Sia tr 6, 70-80",-15.798799,-47.9530599,Compras
Imaginarium,"St Sd Norte Conjunto A, 2105",-15.7914489,-47.8831873,Compras
Morana Acessórios,CLN 112 - Bloco D - Loja 04,-15.7525896,-47.8903323,Compras
Running Shop,"Cln 111 Bloco C,17",-15.7529196,-47.8898688,Compras
Mormaii,SCN Q 5 BL A  lj 84,-15.7835998535156,-47.880500793457,Compras
Aivil Fashion,CLN 107 BL A  lj 15,-15.7649298,-47.8852196,Compras
Centauro,SDN CNB Conjunto A - T.119,-15.7941454,-47.8825479,Compras
Liberty Mall,"SCN Qd, 2 Bloco D",-15.786952,-47.884236,Compras
Linum II,SHIS QI 5 BL C  lj 18,-15.8505697,-47.9030495,Compras
Louis Vuitton Brasília Iguatemi,Shopping Center Iguatemi Loja 145/146,-15.7208208,-47.8869387,Compras
Bruno Diniz Calçados e Bolsas,"CLS 303 Bloco C,18- 20",-15.7804793,-47.8855544,Compras
Banca do Brito,"SQN, 106",-15.7691038,-47.8841141,Compras
Brooksfield Donna,Setor de Áreas Isoladas 6580,-15.834145,-47.955085,Compras
Empório Casa & Cor,CLS 411 BL B  lj 4,-15.8266096,-47.906559,Compras
Vanessa Lingerie,"SQB, R. Quaresmeira 2A, Lt. 8",-15.7943518754458,-47.8823333232788,Compras
Multicoisas,CC Conjunto Nacional,-15.7941454,-47.8825479,Compras
Bizarro Brechó,"CLN 303, BL C, loja 57/61",-15.780715,-47.8852692,Compras
Basic Collection,"SCLN 112 Bloco B, 12",-15.7523522,-47.8896371,Compras
Pucket,ParkShopping,-15.8541298,-47.9591103,Compras
Artes & Bordados,SDC Feira da Torre de TV,-15.7941454,-47.8825479,Compras
Lanche Expresso,"Via L2 Sul, Quadra 602, Módulo D",-15.7941454,-47.8825479,Compras
Shell select,"entre a 107/307 norte, no posto de gasolina",-15.7941454,-47.8825479,Compras
Forever 21,CC Park,-15.8337988138235,-47.9553120477318,Compras
Livraria da Universidade de Brasília,Campus Universitário Darcy Ribeiro,-15.7718939,-47.865479,Compras
Casa da Cultura da América Latina,"SCS Quadra, 04",-15.7975935123515,-47.8881054370788,Compras
Art Bijoux,"CLSW 103, Boco B, Loja 51 sub",-15.8010787,-47.9257801,Compras
Peça Rara,"SCLS 307 BL C, 03",-15.781682,-47.881966,Compras
Hope Lingerie,SDN Lote Único  cj A lj 2141,-15.7907305,-47.8844109,Compras
How Much,"CLS, 113",-15.827132,-47.918395,Compras
Aramis,"SDN CNB Conjunto A, T119",-15.6486301,-47.7649803,Compras
Baby Dreams,"CLN 308 Bloco D, 03",-15.7629283,-47.8892894,Compras
C&A,"SCEES, 6580",-15.8336127098028,-47.9545416024514,Compras
Casa Raquel Confecções,CLS 214 BL A  lj 16,-15.83043,-47.9162102,Compras
CasaPark,"SGCV Sul, 22",-15.8270066605421,-47.9536358380676,Compras
Casa do Artesao,"CLN 102 BL, B",-15.7835398,-47.8827438,Compras
Encantos do Ballet,EQS 302/303 lj 129 /133,-15.8024502,-47.8934402,Compras
Schutz,CA 4 - Lago Norte,-15.7195835,-47.8870203,Compras
Thaíza Francischini,EQN 406-407 Norte,-15.765948,-47.87646,Compras
O Boticário,CLS 309 BL A  lj 29,-15.816,-47.9063911,Compras
Super Maia Supermercado,"R. das Pitangueiras, 01",-15.8358574,-48.0167344,Compras
Cobogó,"SCRN 704/705 bloco E, 51-56",-15.7749677060457,-47.890835229361,Compras
Karina Rabello,SCLN - 111 Bloco 'D' Lj 19,-15.7736399,-47.8860751,Compras
Arezzo,SCN Q 5 BL A  lj 44,-15.7833204,-47.8875008,Compras
Shopping Deck Brasil,"SHIS QI, 11",-15.836852,-47.867333,Compras
Track & Field,SCS Q 7 BL A  lj 50L,-15.79632,-47.8858414,Compras
Relicário Artes Decorações e Antiguidades,CLS 310  bl C lj 29,-15.8193798,-47.9122009,Compras
Paulinho Games e Cia,Feira dos Importados Conj. D Loja 35,-15.7897501,-47.946579,Compras
Lp Gonçalves,SDC Feira Da Torre De TV,-15.7895087145498,-47.8948491901953,Compras
Velocidade Máxima Automodelismo,"EQS, 102-103",-15.805007,-47.890512,Compras
Fundação Athos Bulcão,"CLS 404 Bloco D, 1",-15.811083,-47.890792,Compras
Era Meu Agora é Seu,"SHCGN 711 Bl. J, s/n",-15.7558568,-47.896133,Compras
Basico e chic,CLN 204 Bloco D,-15.7736399,-47.8860751,Compras
Conexão,Rua 210 Qs 1 Rua 210 1,-15.8414174,-48.0439918,Compras
Mylla Calçados,CC Taguatinga,-15.841031,-48.0452593,Compras
Zinc Complements,CLSW 303 BL C  lj 36,-15.8012695,-47.9264297,Compras
Banca Aguiar,"Shces Qd, 609",-15.7950174,-47.9267674,Compras
Pisa Leve,Av. das Araucárias,-15.8413897,-48.023941,Compras
Maria Charmosa,"Av. das Araucárias lt, 1835",-15.8416627,-48.0243428,Compras
Camélia,CLN 111,-15.7525,-47.88922,Compras
Shopping Risk,"R. 9 Sul, Lt 15",-15.8374612870669,-48.0149631232252,Compras
Empório Pataye,SCLN 413 bloco D,-15.7766266,-47.8751937,Compras
Thaíza Francischini,"Av. Castanheiras, 9",-15.8342009,-48.0149401,Compras
Pioneira da Borracha,SCLRN 703 BL D  lj 63,-15.7772398,-47.8908882,Compras
Pisa Leve,"CLN, 210",-15.7570643,-47.882608,Compras
Etna,,-15.7872150842999,-47.8908330320458,Compras
Shopping Pier 21,SCES Trecho 2,-15.818162,-47.8748389371982,Compras
Ma Griffe Bijoux,Cls 114 Bl A S/n Lj 05,-15.8110901,-47.88591,Compras
Lendas Do Rock,SDC Feira Da Torre De TV,-15.7908071351087,-47.8946025220842,Compras
Cult Vídeo,CLS 215 BL B  lj 3,-15.8348103,-47.9212189,Compras
Maggiore Shopping,"Av. das Araucárias, 305",-15.83743,-48.010499,Compras
Tropical Mercearia e Frutaria,"CLN 116 BLOCO C LOJA, 60 - TERREO",-15.7402408,-47.8939335,Compras
Miami Presentes,CLS 204 BL C  lj 2,-15.8101997,-47.8892593,Compras
Imaginarium,CC Taguatinga,-15.841031,-48.0452593,Compras
STILO FIT,"Feira do Sia Conjunto C, 79-80",-15.7941454,-47.8825479,Compras
Arte Design,"Shopping Conjunto Nacional - 1º PISO, Loja T-109/A",-15.7941454,-47.8825479,Compras
Banca 106 Norte,SQN 106,-15.7690001,-47.88451,Compras
UZ Games,CC Boulervard,-15.7941454,-47.8825479,Compras
Pratas E Pratas,"Feira Do Sia Conjunto B, 408",-15.7941454,-47.8825479,Compras
Funarte - Portal das Artes,"Setor de Divulgação Cultural, 2",-15.8013529,-47.8835959,Compras
Ar Tche Malhas,CLN 314 BL B  lj 9,-15.7438803,-47.8946609,Compras
Schutz,"SAI/SO, área 6580, cccv - Loja 247 - Park Shopping",-15.8335293,-47.9552629,Compras
Lojas Americanas,CLSW 104 BL A  lj B,-15.8032303,-47.9290619,Compras
Via Flora,"CLN 310 Norte Bl D, 31",-15.7568099,-47.8912979,Compras
Hidro Sport,"SQN 402 Bloco B, 71",-15.7832283,-47.8760046,Compras
Outlet Lingerie,"Scln 308 Bloco C, 21",-15.772802,-47.876467,Compras
Miami Presentes Importados,CLS 302 BL D  lj 1,-15.8002996,-47.89188,Compras
PE Maior Calçados,EQN 406/407  bl A lj 40,-15.7661104,-47.8769188,Compras
New Look,CLN 310,-15.756595,-47.890567,Compras
Miami Presentes,CLN 403 BL B  lj 5,-15.7800398,-47.8762894,Compras
Two Nine Nine,CLS 114 BL B  lj 19,-15.8270798,-47.9187698,Compras
Bobô,"Shin Ca, 4",-15.7195835,-47.8870203,Compras
D'novo Brechó Infantil,CLN 403 BL A  sl 40,-15.7800598,-47.8766098,Compras
ParkShopping Brasília,SAI/SO Área 6580,-15.86947,-47.96985,Compras
Zara,"Shin Ca 4, s/n Lote A",-15.720455,-47.887212,Compras
Papelaria e Livraria J.A,"SCRN 706/707, Bl. H, Lj. 25",-15.7392039,-47.9024739,Compras
Frutacor Cestas e Flores,CLN 403 BL E  lj 7,-15.7799597,-47.8750305,Compras
Any Any,"SCN - Quadra 05, Bloco A",-15.77843,-47.9286613,Compras
Banca Vera Cruz,SCLRN 705,-15.7742395,-47.8889694,Compras
Emme,CC Iguatemi,-15.7193899,-47.8852534,Compras
Big Box,"EQN, 408-409",-15.759557881029,-47.8785018242541,Compras
M Martan,SCS Q 7 BL A  lj 537,-15.79632,-47.8858414,Compras
Memorial dos Povos Indígenas,Eixo Monumental Oeste,-15.784857,-47.911387,Compras
Casa Rio Grande do Sul,"CLN 302 Bloco C, 11",-15.780804,-47.886187,Compras
Shopping Iguatemi Brasília,"Shin Ca, 4",-15.7210502889792,-47.885544702655,Compras
Mercado Cond. La Torre,"SCES Trecho, 2",-15.8153636735437,-47.8441707041687,Compras
Uatt?,Shopping Boulevard Brasília,-15.7941454,-47.8825479,Compras
Pufolândia Universo dos Puffs,CLN 102 BL D lj 10 102 Norte,-15.7835102,-47.8835182,Compras
Vitrinni Shopping,"Av. Castanheiras, s/n",-15.83711,-48.020036,Compras
Mercatto,Av. das Araucárias lt 1835,-15.8380139,-48.0160143,Compras
Uatt,"Setor Terminal Norte Conjunto, J",-15.7560551,-47.8958559,Compras
Gucci,CC Iguatemi,-15.7193776,-47.8851165,Compras
Surflower Girls Surfwear,CC Vitrinni,-15.8372013,-48.0258046,Compras
CEI Norte,"Av. Hélio Prates QI, 01",-15.8252294,-47.8909117,Compras
Maria Charmosa Boutique,CC Aguas Claras,-15.8416627,-48.0243428,Compras
Gangotri,"SHIN CA 1 Bloco A, 1",-15.7212576,-47.8328517,Compras
Morena Rosa,"Av. das Araucárias lt, 1835",-15.8380139,-48.0160143,Compras
Stokinho Lanches,"Campus Darcy Ribeiro, UNB, Area 1",-15.7941454,-47.8825479,Compras
Claudia Santil,"Av. Castanheiras, 920",-15.8305479,-48.037005,Compras
Mega Adega,"CLS 303, Bl. C",-15.8023534,-47.8917798,Compras
Urban Arts,CLS 115 Sul,-15.8308306282736,-47.9239899318603,Compras
Maria Jo,QNB 16  lt 1 lj 7,-15.8181915,-48.0627174,Compras
Buzz Baby,Av. das Araucárias lt 1835,-15.8380139,-48.0160143,Compras
Marti Discos,"CLN 102 Bloco D, 78",-15.7736399,-47.8860751,Compras
Brasilia Harley Davidson,"Via W 3 Norte, 510",-15.7612816,-47.8918926,Compras
Walmart,Setor Terminal Norte,-15.7338872017763,-47.9006625973122,Compras
Divertiees,"Shopping Boulevard Brasília 2º Piso, QT08",-15.7913704,-47.851181,Compras
Objeto Encontrado,"CLN 102, Bloco B",-15.7834420998294,-47.882860750128,Compras
Studio Tricô,CLN 112 BL D  lj 8,-15.75278,-47.8901482,Compras
Carmo Rocha,"CLN 112 Bloco B, 40",-15.7523522,-47.8896371,Compras
Miss Cat,SCLN 112,-15.7523614,-47.8895212,Compras
Hanna Sabores,"SCLN, 203 Bloco B",-15.7771853161175,-47.8785778954625,Compras
Casa de Carnes Boi Dourado,"QE, 15",-15.8299944575157,-47.9777146875858,Compras
Supermercado Dona de Casa,"QE 30 BL A, 27",-15.8405199,-47.9811707,Compras
Floricultura Floresta Flores,CLN 307 BL E  lj 4,-15.7687998,-47.8878517,Compras
D Presentes,SCN Q 5 BL A  lj 108 lj 32,-15.7835998535156,-47.880500793457,Compras
Supermaia Supermercado,QE 13 BL A  lj 3,-15.8260098,-47.9789696,Compras
Jogê,"SCN Quadra, 05",-15.7635729,-47.8868928,Compras
Jade Collection / 100 Pelos Depilações,CLN 203 BL B  lj 73,-15.7769499,-47.8786583,Compras
BIG BOX Supermercados,SHIN CA 01 Bloco B Lojas 82/87,-15.7209122,-47.882941,Compras
Metrópole Shopping Residence,"Av. Araucarias, 1525",-15.8405031,-48.0211499,Compras
Divertees,"Setor de Clubes Esportivos Sul, 2",-15.8057645,-47.8372356,Compras
C&A,Rua 210 - Lote 40 - Loja 1091/193 - Piso 1,-15.8413603223086,-48.0440815617141,Compras
Sos Brinquedos,"CLN, 313",-15.749751,-47.892455,Compras
Christian Louboutin,"Shin Ca, 04",-15.7193776,-47.8851165,Compras
Banca 712 Norte,SCLRN 712,-15.75383,-47.8948097,Compras
Boulevard Shopping,"Setor Terminal Norte, s/n",-15.733789664168,-47.8994078570062,Compras
Ciatoy Brinquedos,CA 1  bl B s 44,-15.7204247,-47.8820915,Compras
Morana Acessórios,SDN Lote Único  lj 262,-15.7907305,-47.8844109,Compras
Balaio de Criança,Lote 20 - Loja 03 - St. B Norte Qnb 2,-15.8315298475561,-48.0591599469579,Compras
Florart Decor,CLN 314 BL E  lj 29 lj 33,-15.7442303,-47.8957291,Compras
Sérgio K,CA 4  lt A,-15.7194204,-47.8852081,Compras
Oba Hortifruti,R. 18 Sul,-15.8405369,-48.0218892,Compras
Sobradinho Shopping,"Quadra 14 Área Especial, 3-4",-15.6504925,-47.7791068,Compras
Paquetá Esportes,CC Park Shopping,-15.8335293,-47.9552629,Compras
Sebinho,"CLN 406 Bloco C, 44",-15.766637352319,-47.8778225775965,Compras
AllBags,CC Iguatemi,-15.7193899,-47.8852534,Compras
Rayane Baby,CNG 1  lt 10 lj 1,-15.8027534,-48.0690269,Compras
Águas Claras Shopping,"Av. das Araucárias, Lote 1885-2005",-15.841694,-48.023791,Compras
Cia Marítima,"SHIS QI 05 bloco E, 02",-15.8460022285543,-47.8950504080566,Compras
Taguatinga Shopping,"R. Qs 1, 210",-15.8413948702194,-48.0439027016701,Compras
Casa Pai Joaquim D'angola,CLN 404 BL C lj 30,-15.7732897,-47.8764801,Compras
Accessorize London,"SHIN QD CA, 04",-15.7209287,-47.8810198,Compras
Banca do Setor Comercial Norte,"Scn Quadra, 01",-15.7867182,-47.884478,Compras
Comper,"R. 36 Norte, s/n",-15.83408,-48.036979,Compras
A Rosa de Ouro Flores e Cestas de Café da Manhã,CLN 202 BL D  lj 13,-15.7837095,-47.8773613,Compras
Supermercado Veneza,QI 7 BL A Comércio  lj 4,-15.8158998,-47.9778595,Compras
D'brinquedos Mercantil & Representações RN,Av. Central  bl 856 lj 1,-15.8706799,-47.9689102,Compras
Alzira Bijuterias,Banca 641,-15.7941454,-47.8825479,Compras
Cia Toy,"Av. Castanheiros, 1",-15.8372013,-48.0258046,Compras
Lamy Ótica Jóias Relógios,SDN CNB Etapa III  lj 17,-15.7907305,-47.8844109,Compras
Leitura,CC Boulevard,-15.8323731,-47.9507335,Compras
Adidas,"Smas Trecho, 1",-15.8254805,-47.9649887,Compras
Pão de Açúcar,Pça. Tuim Q 206  lt 02,-30.1378403,-50.8707085,Compras
Extra Hipermercados,Lote 04 - Qs 1 Qs 3 Rua 420,-15.8436813,-48.0435143,Compras
Big Box,"Av. das Castanheiras, 820",-15.8340218679195,-48.0146176287206,Compras
Carrefour Bairro,"SHIS QI, 25",-15.8357063435702,-47.834631792408,Compras
Frog,CLN 112 BL B  lj 60,-15.7525702,-47.8894806,Compras
Dia D,"SIA TR, 7",-15.8252294,-47.8909117,Compras
CEI Norte Decorações,Av. Hélio Prates,-15.8252294,-47.8909117,Compras
Cia do Sono,"CLS, 412",-15.8310896505178,-47.9113591507873,Compras
Duty Free Art,"CLN 202 Bloco B, 23",-15.782673,-47.878382,Compras
Super Varejão Taguacenter,"Setor G Norte Cng, 4",-15.8024154248609,-48.0698955388175,Compras
iClothes,"Quadra, 205",-15.8379202,-48.0326594,Compras
Arte Design,SDN Lote Único  - 1 lj T109A,-15.7907305,-47.8844109,Compras
Estácio Pescaria,SIA TR 7  cj A lj 13 por 2,-15.7975702,-47.9492798,Compras
Bazar Santa Luzia,"CLN 312 Bloco C, 59",-15.7504263,-47.8929588,Compras
Colcci,QS 1  lt 40 lj 2021,-15.8406801,-48.0427895,Compras
Big Box,"EPTG - Colônia Agrícola, Vicente Pires",-15.8035915,-48.0011488,Compras
Buzzy Toys,"Av. Castanheiras, 36",-15.8372013,-48.0258046,Compras
Taguacenter,"Área Especial, CNG 02",-15.802455694699,-48.0682138882457,Compras
Paraffine,CLN 204 BL D lj 21,-15.7768803,-47.8776016,Compras
Arte Fácil Materiais P/ Artesanato,SHCGN 716 BL G  lj 39,-15.7405195,-47.9002419,Compras
Centro Comercial Mercado Norte,"QNG Área Especial, 01",-15.8107481,-48.065751,Compras
Aquarela,CC Vitrinni,-15.8323731,-47.9507335,Compras
Riachuelo,CNB 5 1234 lt 6,-15.8280659,-48.0592728,Compras
StokLar,"Cln 104 Bloco A,  14",-15.7770243,-47.8827952,Compras
Livros e Cia,CSB 7  lt 1 lj 08/7,-15.8392124,-48.0526047,Compras
Constance,CC Boulevard,-15.7342799503903,-47.8976912605851,Compras
Idhea,"SDN Conjunto A TÉRREO, 42-44",-15.7941454,-47.8825479,Compras
Chalé Presentes,"SDN CNB Conjunto A, T119",-15.7905502,-47.8842316,Compras
Livraria Leitura,CC Taguatinga,-15.8359299,-48.0452194,Compras
Dona de Casa,"Quadra, 6",-15.652218,-47.802161,Compras
Dr Colchão,SCLRN 708 BL H  lj 51,-15.7642498,-47.8910217,Compras
Eduarda Modas,"Ala 18, 08",-15.8107481,-48.065751,Compras
Yorus Jeans Wear,"Setor G Norte Taguacenter Cng, 2",-15.8026074,-48.0687726,Compras
Executiva,"ala 40, box 07/08",-15.8107481,-48.065751,Compras
Linda Luz Calçados,Feira dos Goianos,-15.8107481,-48.065751,Compras
Naldo Confecções,"Ala 26 Lojas, 7",-15.8107481,-48.065751,Compras
Pavorô Modas,Av. Hélio Prates,-15.8107481,-48.065751,Compras
Darverson Confecções,"Qi, 13",-15.82249,-48.069126,Compras
Keloin Modas,Feira dos Goianos,-15.8107481,-48.065751,Compras
Yrtis Modas,,-15.8107481,-48.065751,Compras
Feibox,"Qs 1 R., 210",-15.8519217,-48.0420788,Compras
Banca São Camilo de Lelis,"SQN, 407",-15.7634311034409,-47.8796854846723,Compras
Blue Man,SAI / SO Área 6580 Loja 164,-15.8335293,-47.9552629,Compras
Primavera Enxovais,CSB 2  lt 5 lj 2,-15.8363132,-48.0562134,Compras
Primavera Enxovais,CNB 1  lt 9 lj 3/4,-15.8309879,-48.0588188,Compras
Rosa Bereta,"CLN 308 Bloco C, 17",-15.7628096,-47.8889418,Compras
Central Damasco,Condomínio Lago Sul,-15.8524501,-47.894529,Compras
Ibiti Equipamentos,"CLN, 311",-15.756615,-47.8918531,Compras
Banca 112 norte,"SQN, 112",-15.7506394,-47.8902937,Compras
Lojas Marisa,CNB 8  lt 05,-15.8250799,-48.0609894,Compras
Pandora,CC Park Shopping,-15.8221903,-47.9643784,Compras
Geração Jeans,"CO banca 74, Feira do Guará.",-15.8102388,-47.9713115,Compras
Kyka Modas,Feirão Popular dos Fabricantes,-15.8078322,-48.0780666,Compras
Swarovski,"SAI/SO Área, 6580",-15.8336835514964,-47.955591795559,Compras
Banca de Revistas 111 Norte,SQN 111,-15.7540197,-47.888401,Compras
Balonè Acessórios,"SCN Quadra, 05",-15.7635729,-47.8868928,Compras
Alma Zen Semijoias,"CLN, 108",-15.76515,-47.88595,Compras
Fernando Peixoto Comércio de Roupas,"SHIS QI 13 Bloco F, 40",-15.8357296,-47.86763,Compras
TN Tennis,"CLN 407, Bl. D, Lj. 20",-15.7663146,-47.878669,Compras
Sebao de Livros Usados,CLN 409 BL D  lj 71/5,-15.7597599,-47.8793488,Compras
Mercado Rk,Condomínio Rk Antares  lt 9 lj 10,-15.6879396,-47.828476,Compras
Lelusk Lingerie,"Cln 113 Bl B, 07",-15.746637,-47.891491,Compras
Galeria UnB,CLN 406 Bloco A loja 3,-15.7664896,-47.8770858,Compras
Sebo Musical Center,"CLN, 215",-15.7389791047218,-47.8887930550476,Compras
Super Maia,"Csb Qd, 05",-15.8384861377876,-48.0545208261277,Compras
Giftgrafia,"CLN 307, Bloco E",-15.7685793,-47.8879376,Compras
Supermercado Rende Mais,CNG 9  lt 8,-15.7985506,-48.0641899,Compras
Livraria e Papelaria Dom Quixote,"Av. das Araucárias, Lt 1885-2005",-15.8416387363294,-48.0238704535949,Compras
Beach Walker,"Av. das Araucárias Rua, 17",-15.8405154,-48.0218372,Compras
Galeria Ponto,"SCRN, 710-711",-15.757734291442,-47.8952895059538,Compras
Luxo e Fantasias Locação e Vendas,CLN 408 BL A  lj 12,-15.76019,-47.8807602,Compras
Pra Você,"CNB, 12",-15.8196898,-48.0625191,Compras
Mercado Solar,QNG 22  lt 39,-15.7981291,-48.0668793,Compras
Fantasia.com,CLN 107 BL A  lj 59,-15.7649298,-47.8852196,Compras
Adventure TCG,"CLN 110, Bloco B, Loja 04 (Subsolo)",-15.7584549,-47.8873532,Compras
Polo Collection,CC Taguatinga,-15.842343744704,-48.0433877179993,Compras
Garbo,CC Taguatinga,-15.8423127807495,-48.0434628198517,Compras
Casa do Colegial,QSA 2  c 12,-15.8375883,-48.0545578,Compras
Felicittà Shopping,Av. das Castanheiras,-15.8338136773781,-48.0370440204352,Compras
Bodega Delivery,"Av. Parque Águas Claras, 625, Posto BR",-15.8310395,-48.010835,Compras
Banca de jornal da 203,"SQN, 203",-15.7784834,-47.879171,Compras
Leitura Alameda,CSB 2  lt 1/4 pav 16,-15.836092,-48.0572777,Compras
Frog Store,"CLN 112 bloco B, 60",-15.7523522,-47.8896371,Compras
Outlet Lingerie,"Av. Castanheiras,   Rua 13  Norte",-15.8360754,-48.0195836,Compras
Conexão Original,CC Boulevard,-15.7337066224564,-47.8989875593388,Compras
Maria Virginia,"St. de Habitações Individuais Sul QI, 11",-15.840001,-47.870456,Compras
Crivell,"CLN 102 Bloco C, 18-30",-15.7709075,-47.8844617,Compras
Shopping Deck Norte,"SHIN CA, 1",-15.721288,-47.881948,Compras
Cacau Show,"Setor de Clubes Esportivos Sul (SCES), 02",-15.818697,-47.838401,Compras
Loungerie,SAI SO 6580  lj 241,-15.8219995498657,-47.9854011535645,Compras
Hersmusche Emporium,"CLN 413 Bl. D l, 15",-15.7471755,-47.8835348,Compras
Brechó Quem Te Viu!,SCLN 115 Bl. B,-15.752441,-47.884111,Compras
Banca Espaço Cultural,SQN 402,-15.7828503,-47.8764114,Compras
Banca de jornal da 403 norte,SQN 403,-15.7787783,-47.875464,Compras
Camicado,CC ParkShopping,-15.8689499,-48.0196495,Compras
Alameda Shopping,"CSB 02, Lotes 1-4",-15.8361024,-48.057341,Compras
Aleatório Galeria Bar,"Cln, 408",-15.7597166803584,-47.8787971934986,Compras
