Nome,Endereço,Latitude,Longitude,Categoria
Distribuidora Show de Bola,SHCES 1501 Bloco G,-15.7968644,-47.935018,Vida noturna
Road Beer,"EPTG - Colônia Agrícola, Vicente Pires - CH 54",-15.7941454,-47.8825479,Vida noturna
Chiquinhos Bar,"CLN 312, Bl. B, 10",-15.7503351,-47.8925725,Vida noturna
Boteco De Cima,Sqn 211 Bloco J,-15.7528935664999,-47.8853377189214,Vida noturna
Bar do Alredo Snooker,"CLN 404 Bloco E, 56",-15.7685793,-47.8879376,Vida noturna
Quiosque da Codorna,"Cruzeiro Velho Quadra, 10",-15.7864304,-47.9365196,Vida noturna
Bar do Chicão,CLN 312 bloco A,-15.7502439,-47.8921863,Vida noturna
Grote Markt,CLN 409,-15.8811379,-48.0134219,Vida noturna
Ôde Casa Ateilê,"CLN 206 Bloco C ,07",-15.7592875,-47.8847321,Vida noturna
Kashmir Bar,Praça das Garças lote 4435,-15.77843,-47.92866,Vida noturna
Chiquita Bacana,CLS 209 BL A  lj 37,-15.8227901,-47.9053307,Vida noturna
Bar do Piauí,"R., 11, 4",-15.7939321,-47.8474479,Vida noturna
Shisha,"Cln 410 Bloco C, 70",-15.7542419405981,-47.8822848058079,Vida noturna
Poizé Beira Lago,SCES Trecho 2 Beira Lago - Asa Sul,-15.816749,-47.8480302,Vida noturna
Alpinus Galeteria e Choperia,Parque da Cidade,-15.7835998535156,-47.880500793457,Vida noturna
Gambar,Scrn 708-709,-15.763402553141,-47.8933235074065,Vida noturna
Carcassonne Pub,CLN 407,-15.7664086,-47.8779471,Vida noturna
Locomotiva Bar,Edifício Villa Mall,-15.831291,-48.0389308,Vida noturna
Cantar & Cantar,"SHCGN 710 Bloco F, 51",-15.7747277,-47.8892315,Vida noturna
Frango na Brasa La Espanhola,"Setor A Sul Qsa, 12",-15.8391606492369,-48.0520650132141,Vida noturna
5uinto,102 Norte,-15.7832754151133,-47.8826515757711,Vida noturna
Stranger's Snooker Bar Restaurante,"SCRN 706/707 BL D, 6",-15.769653,-47.892238,Vida noturna
Santa Fé,"Condomínio San Diego Lote 32 Loja 1,2,3 Jardim Botânico",-15.8522133,-47.8461003,Vida noturna
Bar e Restaurante Poizé,"CLN 305, Bloco E",-15.7744788,-47.8859821,Vida noturna
Vitrola,SCLN 413 bloco E,-15.7685793,-47.8879376,Vida noturna
Fausto & Manoel,"CLN 209 Bl. A, 15",-15.757645,-47.883559,Vida noturna
Galeria Olho de Águia,"CNF 1, Ed. Praiamar, Bl. D, 12",-15.8155573,-48.0680771,Vida noturna
In The Bar,"CLN 408 Bloco B, 58",-15.7603889322684,-47.88012154788,Vida noturna
Chicão Ceará Varejão de Bebidas,"Quadra, 13",-15.6460025749275,-47.7864600405762,Vida noturna
Boteco Pit Stop,"Quadra, 301",-15.829512192681,-48.0116864058197,Vida noturna
NET Live Brasília,"SHTN Trecho, s/n Qd. 5",-15.784352,-47.852419,Vida noturna
Hookah,"Setor e Norte Qne, 4",-15.817791,-48.064792,Vida noturna
Bar do Mendes,"CLN 411 BL D ,60",-15.7533387,-47.8815653,Vida noturna
Bar do Mané O Rei da Codorna,QE 17 BL A  lj 35,-15.8360613270998,-47.9767507453322,Vida noturna
Bar cenário,"CLN 408, Bl. C, Lj. 52",-15.7598398,-47.8790549,Vida noturna
Casa da Codorna,QI 4 BL B  lj 9,-15.8177099,-47.9848099,Vida noturna
Pinella,CLN 408,-15.760138,-47.880266,Vida noturna
Villa Marina,"Shin QI, 16",-15.7667358644666,-47.835535146296,Vida noturna
Duetto Lounge&Bar,"SCES, 32",-15.817917,-47.874869,Vida noturna
Bar dos Amigos,"CLN, 410",-15.7538512,-47.8818742,Vida noturna
Bar do Ferreira,"SCES Trecho 2, lote 32",-15.8097453,-47.8426755,Vida noturna
Carne de Sol e Bar do Tião,SHT Auto Posto Colorado,-15.7212576,-47.8328517,Vida noturna
Restaurante e Bar da Val,"CLN 407, Bl. D, Lj. 72",-15.7663146,-47.878669,Vida noturna
Bar Pôr do Sol,"CLN 408 BL. C, 16",-15.7598398,-47.8790549,Vida noturna
Armazém do Silveira,"CLN, 312",-15.7503351,-47.8925725,Vida noturna
Roda do Chopp,Q 1 AE 4  lt 4,-15.8668203,-47.9749603,Vida noturna
Bar e Lanchonete Campinense,"CLN 410 Bl. B, 52",-15.7540067,-47.8820673,Vida noturna
Bar e Restaurante Poizé,"CLS 413, Bloco A,02",-15.8303524,-47.9122861,Vida noturna
Choperia Restaurante Grill,Avenida Dom Bosco - bloco 702,-15.8595016,-47.8707837,Vida noturna
Mavericks,"R. 4A Chácara 1A, 02",-15.7964639,-48.0015944,Vida noturna
Grote Bier,Clnw10 -11,-15.7428368139941,-47.909810216901,Vida noturna
Santana,"CNA, 3",-15.82655,-48.05692,Vida noturna
Arabeske,"CLN, 211",-15.7514,-47.8855896,Vida noturna
Bar BH,"CLN 404 Bl. B, 08",-15.7594761,-47.8817613,Vida noturna
Bar Poerão,"Av. Recanto das Emas, 101",-15.9012203,-48.0562629,Vida noturna
Bar do Led - Coisa com Coisa,Av. Central,-15.8708895818787,-47.9694786452911,Vida noturna
Sossega Madalena,"QI22 CONJ. I, 104",-15.8252105,-47.9870459,Vida noturna
London Street,"CLN, 214",-15.7444880788403,-47.886836496525,Vida noturna
Villa Mix,SHTN Trecho 2 Conjunto 5,-15.7873936,-47.8339137,Vida noturna
Allberg Bar e Restaurante,SHCES Q 1501  qi 1,-15.7982597,-47.935421,Vida noturna
Destilaria Beer,CSB 07 lt 05 - 02,-15.8377071,-48.0516766,Vida noturna
Bar No Grao,"SHIN QI, 15",-15.7212576,-47.8328517,Vida noturna
Santa fé Bar,"R., 1325",-15.8402876695217,-48.0190145866113,Vida noturna
Bendito Benedito,SHLN 116,-15.737,-47.89418,Vida noturna
Zépelé,"Av. Castanheiras, 1060",-15.8654729,-48.0234125,Vida noturna
Pinguim,CC Park Shopping,-15.832791,-47.955956,Vida noturna
Espaço Country Rock Brasilia,"Qe, 40",-15.8395901,-47.9858704,Vida noturna
Magistral,QE 15,-15.8305277591361,-47.9773290621796,Vida noturna
Beer House Cervejaria,"QNM, 1",-15.8196677657773,-48.1080213992511,Vida noturna
Cervejaria Devassa,"Av. das Araucárias, 885",-15.8380139,-48.0160143,Vida noturna
Distribuidora de bebidas da 15,"QE, 15",-15.8297876958808,-47.9781549051404,Vida noturna
Barão Petiscaria,QNJ 18 LOTE 04 LOJA 01,-15.8176708,-48.085659,Vida noturna
Cidade Livre Choperia,Q 2  lt 3/4/5 cj CL3,-15.8683701,-47.9735413,Vida noturna
Churrasquim do Moranguim,"SHIN QI, 1",-15.722987,-47.888082,Vida noturna
Prime,"CSG, 9",-15.8689804,-48.0322113,Vida noturna
Cavaleiros da Madrugada,"R. das Paineiras, s/n",-15.8379860571262,-48.032658,Vida noturna
Frango no Pote,"SHA Conjunto, 4",-15.8654729,-48.0234125,Vida noturna
Skina Hall,"SIBS Quadra, 3",-15.8690383,-47.9753947,Vida noturna
Via Carioca,"Qe,  40",-15.8395901,-47.9858704,Vida noturna
Adega Da Cachaça - Praça Do Bicalho,"Praça Do Bicalho Qnd, 2",-15.8094806137129,-48.0640726361501,Vida noturna
Chopp Time Street,Av. Flamboyant,-15.8369102,-48.0313187,Vida noturna
Capella Lounge Bar,"QS 3, 19",-15.8535218,-48.0358056,Vida noturna
Daorla Showbar e Restaurante,"SCES Trecho 2, conj 12, lote 6, loja 2",-15.8189067353834,-47.8369083112015,Vida noturna
"Ô, Porketa!",SHCS CL 201 Bloco A Loja 01,-15.8047766,-47.8853718,restaurantes
Occitano,Cls 215,-15.8331925116429,-47.920098530267,restaurantes
Santé 13,"SCLN 413, Bloco A, 40",-15.7474309,-47.8846162,restaurantes
Hassan,SHIS QI 5 - Lago Sul,-15.8470894,-47.8932783,restaurantes
Nossa Cozinha Bistrô,"CLN 402 BL C, 60",-15.779999,-47.875856,restaurantes
La Fornacella,CLN 312 Bloco B,-15.7503759360705,-47.8926987200975,restaurantes
Kebab in Brasília,"Setor Hoteleiro Sul, 5",-15.7931652472457,-47.8925385751642,restaurantes
Madero Brasília,"SCS, Quadra 07, Bloco A, s/n",-15.7960018949996,-47.892025670086,restaurantes
Loca Como Tu Madre,"Comércio Local Sul, 306",-15.8113984552087,-47.9017640565137,restaurantes
Bloco C,SCLS 211,-15.8268727924887,-47.9103431041236,restaurantes
Brazilian American Burguer,"CLSW, 301",-15.797976,-47.920995,restaurantes
Red Lobster,Aeroporto Juscelino Kubitschek,-15.8701331552479,-47.920141307402,restaurantes
Coco Bambu,"SCN Quadra, 5",-15.7889303360444,-47.8827729269531,restaurantes
Ashram,Scn 103,-15.778667175888,-47.8823276918626,restaurantes
El Toro,CLS 103 Bloco C,-15.8176946418198,-47.8939102176452,restaurantes
Pecorino Bar & Trattoria,"Cls 210 Bloco C, 38",-15.8236706040657,-47.9049256523274,restaurantes
Dona Lenha,"SHC/AOS A/E, 2-8",-15.803664,-47.940468,restaurantes
Cartolaria Bistrô Musical,QE 28,-15.8375897,-47.9807509,restaurantes
Casarão Restaurante,"R. da Igreja, 3",-15.7904336611955,-47.854809342894,restaurantes
Fogo de Chão,"SHS Q, 5",-15.7927418084125,-47.8922571780487,restaurantes
The Plant,"CLS, 103",-15.806519,-47.8935756,restaurantes
Machado's Restaurante e Buffet,CLSW 101 BL C  lj 48,-15.7985401,-47.9208794,restaurantes
Restaurante Estrela do Sul,CLN 116 BL G  s 21 lj 49,-15.7371502,-47.8945694,restaurantes
GenghisKhan,"CLN 214, bloco C",-15.7447646427468,-47.8869443759322,restaurantes
Capital Steak House,CLSW 104 BL A  lj C,-15.8032303,-47.9290619,restaurantes
Diamantina,"SHN Quadra 2, Bloco E",-15.790172567946,-47.8861399538705,restaurantes
Restaurante Oliver,"SCES Trecho, 2",-15.808629,-47.837264,restaurantes
PiauÍndia,"Condomínio Solar da Serra, 03",-15.9064363,-47.8624914,restaurantes
O Grego,CLN 216 Bloco A Loja 24,-15.7387417445729,-47.8895685821772,restaurantes
Mucho Gusto Gastronomia,CLN 309 BL A  lj 20,-15.7623196,-47.88797,restaurantes
Taypá Sabores Del Peru,"SHIS, 17",-15.860614,-47.872292,restaurantes
Dom Francisco Restaurante,SCS Q 7 BL A  lj 255,-15.79632,-47.8858414,restaurantes
Paris 6,"Setor Comercial Norte, 6",-15.787288,-47.890647,restaurantes
Restaurante Oscar,"SHTN Trecho 2, 1",-15.788825,-47.830839,restaurantes
Babbo Giovanni,"CLN 413 Bloco C, 3",-15.7472667,-47.883921,restaurantes
Dudu Camargo Bar & Restaurante,"CLS, 303",-15.803576,-47.892332,restaurantes
Villa Borghese,CLS 201 BL A  lj 33,-15.8044701,-47.8854485,restaurantes
Olivae Restaurante,"CLS, 405",-15.8138943475722,-47.8905068722633,restaurantes
Espaço com Cavaná,"CRNW, Quadra 510",-15.744385,-47.914531,restaurantes
Bella Gula,Clsw 301,-15.797743353802,-47.9207462568484,restaurantes
Varanda do Fred,SHIN QL 3 CJ 1  c 14,-15.7236557,-47.8677139,restaurantes
Roma,CRS 511 BL B  lj 61,-15.8190804,-47.9143906,restaurantes
Maori Gastronomia,"CLN, 110",-15.758798,-47.888381,restaurantes
Marietta Café,"SGCV Sul Lote, 22",-15.826925,-47.953329,restaurantes
Limoncello Ristorante,"CLS, 402",-15.8084342644595,-47.8858359648071,restaurantes
Picanhas do Sul Restaurante,CLN 302 BL D  lj 47,-15.7807503,-47.8858414,restaurantes
Bla’s,"CLN, 406",-15.766676591752,-47.8775343661029,restaurantes
Cantucci,"CLN 403 Bloco E, 03",-15.7796661,-47.8751865,restaurantes
Sadik Empório Árabe,"CLSW 100, Bloco A, Lojas 19/20",-15.7969414,-47.9185876,restaurantes
Restaurante Careca 701,SRTVN CJ P  lj 28,-15.7857399,-47.8895302,restaurantes
Restaurante Manara,SCRN 706-707,-15.769535,-47.891983,restaurantes
Corujinha Foodtruck,Brasília,-15.781021,-47.882652,restaurantes
Panela Velha,SCRN 716 Bl. C Lj. 48,-15.7835998535156,-47.880500793457,restaurantes
El Paso,"Área Octogonal Sul, 2-8",-15.803683,-47.940442,restaurantes
Restaurante Don'durica,CLS 115 BL C  lj 36,-15.83078,-47.9243393,restaurantes
Bottarga Ristorante,SHIS QI 5 BL D  lj 101,-15.85112,-47.9028091,restaurantes
Sia Park Hotel,Sia Sul Quadra 2C Bloco D,-15.8070904824358,-47.9502662777188,restaurantes
D'Macarons,"Eixo Monumental, Setor Divulgação Cultural",-15.789053740068,-47.8983895745519,restaurantes
Trattoria Mediterrâneo,"CLN, 408",-15.7603725277047,-47.8804520693123,restaurantes
El Negro,"CLN, 413",-15.7474807991335,-47.883876167607,restaurantes
Kiosky da Rosa,"SHCES Quadra, 1303",-15.7967796,-47.9361038,restaurantes
Le Jardin Du Golf,SCES TR 2  lt 17,-15.8147602,-47.8525314,restaurantes
Cantina da Massa,CLS 302 BL A  lj 04,-15.8011999,-47.8905106,restaurantes
Damasco Self service,CLN 403 bloco C loja 75 e 79,-15.7797945,-47.8758888,restaurantes
Trattoria 101,CLSW 101,-15.798645,-47.920779,restaurantes
Faisão Dourado,CLS 314 BL D  lj 2,-15.8268805,-47.9231491,restaurantes
Confraria Chico Mineiro,"SCLN, 104",-15.77735,-47.88388,restaurantes
New Koto,"CLS, 212",-15.8273713454149,-47.9103981489797,restaurantes
Ceará Carne de Sol,"QE 04 Área Especial, Guará I",-15.818162,-47.984265,restaurantes
Boteco do Juca,CLS 405,-15.813596,-47.890869,restaurantes
Capodanno Pizze,CC Terraço,-15.803372,-47.940508,restaurantes
Manatí,R. 37 Sul,-15.836864,-48.041182,restaurantes
Three Burgers,SCLN 413,-15.7470399635828,-47.8833676502109,restaurantes
Páprica Burger,"SHS, s/n",-15.793503,-47.8890136931126,restaurantes
Dona Lenha,"SCLS, 202",-15.805067,-47.884758,restaurantes
Stadt Bier,Liberty Mall,-15.7886895924614,-47.8839280312134,restaurantes
Manzuá,Pontão Do Lago Sul,-15.8253965815247,-47.8723302226784,restaurantes
Goemon Restaurante,"CLSW 105 BL C, 0 lj 02",-15.8084497,-47.9354591,restaurantes
Due Trattoria e Bruschetteria,Via L Um Norte,-15.7576373581423,-47.8822596563722,restaurantes
Projeto Light,"CRS 504 Bl C, 35",-15.8023534,-47.8917798,restaurantes
Baby Beef Rubaiyat,"SCES Setor de Clubes Esportivos Sul, 1",-15.8186985,-47.8552866,restaurantes
Kafta da Mama,"SQS, 112",-15.8229956345346,-47.9148801767049,restaurantes
Senac,Praça dos Três Poderes,-15.7965,-47.8629449,restaurantes
Da Noi,"SHTN Trecho, 2",-15.7888986693411,-47.8290366677687,restaurantes
IL Pan-Drino,CLN 412,-15.747577,-47.884106,restaurantes
Tete A Tete Café,SGCV  lt 22 lj 150,-15.8276196,-47.9558487,restaurantes
Dom Francisco,CLS 402,-15.8087725,-47.8858114,restaurantes
Bruno's Pizza,EA 4/5 s/n bl C lj 50,-15.801669,-47.93767,restaurantes
Fortunata Forno e Cozinha,"SHIS QI 9 BL C, St Habitações Individuais Sul",-15.83555,-47.88073,restaurantes
Caleuche Restaurante Chileno,"SCN 310 Norte bloco A, 38",-15.7565928540333,-47.890669350293,restaurantes
Feitiço da Vila,R. 5  lt 2,-15.7935333,-47.8529358,restaurantes
Marzuk,"SCRN, 708-709",-15.763199,-47.891712,restaurantes
Romão Carne de Sol,"R. 08 Ch., 202",-15.8025490632354,-48.0388822132141,restaurantes
La Tambouille,CC ParkShopping,-15.8335293,-47.9552629,restaurantes
Ticiana Werner Restaurante & Empório,CLS 201,-15.804735,-47.884852,restaurantes
Restaurante Bali,CLS 410 BL D  lj 28,-15.8274002,-47.9059486,restaurantes
Restaurante Universal,CLS 210,-15.8234277547942,-47.9050220581349,restaurantes
Johnnie Burger - Noroeste,CLNW 10/11 Bloco C Loja 5 - Edifício Neo,-15.7449989734682,-47.9116915568359,restaurantes
The Finest Grill & Burger,"SCN Q, 5",-15.7872540456578,-47.8889955108368,restaurantes
Hezerta,"CLSW 101 Bloco C, 75",-15.7985790187619,-47.920196878983,restaurantes
The Falls,SHS Q 5 BL H e I,-15.8002901,-47.8895111,restaurantes
Restaurante Bom Paladar,"SIG Quadra 8, 2345",-15.7960114,-47.916398,restaurantes
Gastronomia Gatto Nero,SHIS QI 7  bl B lj 105,-15.8305902,-47.8752403,restaurantes
Ateliê do Sabor,"CLS 412 Bloco D, 15",-15.8311247,-47.9112632,restaurantes
American Prime,CC Terraço Shoping,-15.8064199,-47.9381802,restaurantes
L'entrecôte de Paris,CLS 402,-15.8092668573416,-47.8849688203984,restaurantes
Villa Tevere,"CLS 115  Bloco A, 2",-15.8314682328378,-47.9236540943384,restaurantes
Restaurante San Marco,"Setor Hoteleiro Sul Quadra, 05",-15.7945879,-47.8894826,restaurantes
Alquimia,"CLS, 209",-15.8227720429915,-47.9049643693115,restaurantes
Dona Graça Cozinha Nordestina,Rua 7 lote 15,-15.792735409735,-47.8476657935751,restaurantes
San Lorenzo Bistrô,AOS 4-5,-15.809529,-47.943423,restaurantes
Toro Parrilla,"SCLS 104 Bloco C, 29",-15.8268977,-47.9191361,restaurantes
Piacere,"SCLS 408 Bloco B, 07",-15.8226359677606,-47.9011766366984,restaurantes
Upback - Restaurante CEB,"Estr. Parque Taguatinga, 906 - Guará",-15.8102017976998,-47.9572162404656,restaurantes
Pastelaria São Carlos,"AE 190. Sia Q, 4C",-15.8041235,-47.9507026,restaurantes
Ernesto Cafés Especiais,Bloco C 14 - CLS 115 Asa Sul,-15.8305150246423,-47.9246205460327,restaurantes
Sushi Pronto,EQS 414/415  lj 12,-15.83529,-47.9166298,restaurantes
Tammbau Restaurante,CLN 102 BL C  lj 19,-15.7835197,-47.8831482,restaurantes
Trattoria da Rosário,SHIS QI 17 - Lj.215,-15.8604870368182,-47.87217320147055,restaurantes
Executive Service Grill,"Sbs QD, 2",-15.8010536523046,-47.8822499396636,restaurantes
Alpendre,"CLN 413 BLOCO D, 19",-15.7471755,-47.8835348,restaurantes
Casa Amarela,St Ind Bernardo Sayão Q 3,-15.868347,-47.974331,restaurantes
Yuzu-an,Clube Cultural e Recreativo Nipo Brasileiro,-15.8324125095965,-47.891175233457,restaurantes
Tasko - Fresh & Fast,SHIS QI 5 Bloco E,-15.8302631,-47.8738332,restaurantes
Nippon Gourmet,CLS 207 BL C  lj 27,-15.8196297,-47.8993912,restaurantes
Coco Bambu,"SCES Trecho, 02",-15.8192604694228,-47.8680713340821,restaurantes
Beer Fass,CC Gilberto Salomão,-15.8461890743044,-47.8942130484687,restaurantes
Le Vin Bistro,CC ParkShopping,-15.8338425519442,-47.9557434266378,restaurantes
Engenho,CLS 408 BL A  lj 35,-15.8225803,-47.9012985,restaurantes
Parfait Croissant,"CLSW 103 Bl. C, 88",-15.8021203014898,-47.9262941747944,restaurantes
Potiguar,"CLSW, 504",-15.796792,-47.932638,restaurantes
Churrasquinho Calango Do Cerrado,"Av. Recanto Das Emas , 211",-15.9036363,-48.0652122,restaurantes
Lótus Azul,"Clsw, 100",-15.7950174,-47.9267674,restaurantes
Fatti a Mano,"SHN, 4",-15.7880442896477,-47.8891008719802,restaurantes
Fausto & Manuel Bar e Restaurante,CLN 209 BL A  lj 19,-15.7576504,-47.8836517,restaurantes
Hostaria Dei Sapori,CLS 212 BL A,-15.8265305,-47.9108391,restaurantes
Vó Nair,"Quadra , 206",-15.8646813917841,-48.0792725930696,restaurantes
Trio Gastronomia Cozinha de Autor,"CLS, 213, 27",-15.8305702,-47.9161034,restaurantes
Café Savana,"CLN, 116",-15.739811,-47.89328,restaurantes
Panda China,CLSW 301 BL A 82,-15.79743,-47.9197502,restaurantes
Chez Michou,"SCLN 207  bloco A,  20 - 30",-15.7474854770601,-47.8989676767212,restaurantes
Tostex,"SCLS, 403",-15.8087436964599,-47.8861428985215,restaurantes
Restaurante Savassi Naturale,"CLN, 116",-15.737269,-47.89416,restaurantes
Restô Rosmarino,"SHIS QI 13 Bl. H, 40",-15.8427857028133,-47.876957209892,restaurantes
Tia Zelia Tempero Baiano,"R. Maranhão, Vl Planalto",-15.79594,-47.84711,restaurantes
Commo Gastronomia,SDN  lt 129 cj A,-15.7907305,-47.8844109,restaurantes
Fusion Restaurante,"Av. Primeira, 6430",-15.62572,-47.8416901,restaurantes
Cão Véio,"SCLS, 404",-15.814214,-47.889859,restaurantes
Objeto Encontrado,"CLN 102, Bloco B",-15.7834420998294,-47.882860750128,restaurantes
"Ô, Porketa!",SHCS CL 201 Bloco A Loja 01,-15.8041810357727,-47.8856265485351,restaurantes
Ile Restaurante,CLS 209 BL C  lj 13,-15.8236303,-47.9046783,restaurantes
Croasonho,CLS 405,-15.8142465699265,-47.8902921354631,restaurantes
Peixe Na Rede,Centro Comercial Brasília Shopping,-15.7863047319683,-47.8890524104507,restaurantes
Toro Sul Argentina Uruguai,Sqs 104 sul,-15.8081523,-47.8943107,restaurantes
Restaurante Panelinha,CLN 316 BL E  lj 18/20,-15.7835998535156,-47.880500793457,restaurantes
Chaminé Cervejaria e Restaurante,"CLN 402 Bl. A, 19",-15.7802615,-47.8758501,restaurantes
Ready Beef,"CLSW 303 Bloco C, 28",-15.8012695,-47.9264297,restaurantes
Mayer,CLSW 104 BL C  lj 40,-15.8024502,-47.9277382,restaurantes
Porto da Barra Restaurante,"Vpla Acamp Pacheco Fernandes, 7",-15.7920758218639,-47.8456816630755,restaurantes
Espaço Maria Tereza,"SHIS CL QI, 05",-15.8515562,-47.902616,restaurantes
Bistrô Bom Demais,"SCES Trecho, 2",-15.82157,-47.88191,restaurantes
Damascus,"CLS, 413",-15.8304399282526,-47.9121350257522,restaurantes
La Creperie,"CLSW 301 Bloco C, 15",-15.7980104212745,-47.9214415688781,restaurantes
NAU,"SCE Sul Trecho, 2",-15.817866,-47.83657,restaurantes
Onda Petiscaria,QE 28 Conjunto J,-15.8352647,-47.981281,restaurantes
Fausto & Manoel,CLSW 101 BL C  lj 8,-15.7985401,-47.9208794,restaurantes
D.O.C Pizza e Adega,"CLN 215 Bloco D, 7",-15.7388944,-47.8884784,restaurantes
Marietta Café,"Shis Qi, 9",-15.8349935447382,-47.8811596761189,restaurantes
Empório Árabe,"Av. Castanheiras, Lote 1060",-15.834523,-48.016668,restaurantes
Charlotte Café,"CLN 115, Bloco A",-15.740642418037,-47.8937656846558,restaurantes
Bellator,"CLN 111 Bl. C, 53",-15.7529196,-47.8898688,restaurantes
Hum! Burger,"SIG Quadra 08, lote 2385",-15.7960114,-47.916398,restaurantes
Restaurante Palhoça,SPMS I Lado Ímpar  lt 3 cj H,-15.8701296,-47.9754601,restaurantes
Asa Gaúcha Restaurante,"SCLRN 709 BL E, 56",-15.759545,-47.892423,restaurantes
O Carcará,"QSA, 11",-15.838559,-48.052934,restaurantes
Ninny Restaurante,CLN 309 BL A  lj 6,-15.7623196,-47.88797,restaurantes
Nazo Sushibar,"SIG, Quadra, 8 - 2375",-15.7974997,-47.9158516,restaurantes
Meatz,QI 27,-15.7979718787544,-47.9196896208397,restaurantes
Cachorro Quente do Chico,"Setor Médico Hospitalar Sul, 102",-15.801587,-47.889656,restaurantes
Fortaleza Grill,SDS BL M  lj 5,-15.7835998535156,-47.880500793457,restaurantes
Quintal Bistrô Arte & Café,"CLN 409 Bloco A, 56",-15.7600522,-47.880663,restaurantes
Na Venda,"CLS, 411",-15.826838,-47.906533,restaurantes
Risotti D Ouro,SCN Q 5 BL A  lj 226C,-15.7835998535156,-47.880500793457,restaurantes
Duna Casa Húngara,"SCLN, 214",-15.744695,-47.887075,restaurantes
Hamburgueria do Francês,"CLN 409 Bloco B, 53",-15.7596164272034,-47.880390703916,restaurantes
Churrascaria Potência do Sul,SAIS,-15.7835998535156,-47.880500793457,restaurantes
Beer House Cervejaria,"QNM, 1",-15.8196677657773,-48.1080213992511,restaurantes
O Rei do Gluten,CLS 411 BL D  lj 2,-15.8273001,-47.9060402,restaurantes
La Crêperie,CLSW 301,-15.7980104212745,-47.9214415688781,restaurantes
Restaurante e Lanchonete Bendita Gula,SHCSW CHSW Bl 3/4/5  s 157 s 158 s 159,-15.80058,-47.9303703,restaurantes
Dona Lenha 413 Norte,CLN 413,-15.7473324101978,-47.8835000344566,restaurantes
Cavalcante Ki Filé,"CLN, 405",-15.794143,-47.882548,restaurantes
Sí Señor,Park Shopping Brasília,-15.8328717735994,-47.9544506952498,restaurantes
In The Garden,"413 Norte, bloco E, 17",-15.7379894,-47.894186,restaurantes
Inácia Poulet Rôti,"CLS 103 Bloco B, 34",-15.8066805735411,-47.8932655577362,restaurantes
Empório Árabe,"CLS, 215",-15.83392373867,-47.9216139118536,restaurantes
Bella Gulla Restaurante e Tortaria,"SQSW 301 Bloco B, 76",-15.797002,-47.921067,restaurantes
Don Francisco,"Patio Brasil, 3",-15.7965757541502,-47.8919517274527,restaurantes
Abuela Goye,"SAI SO lt , 6580",-15.8325406987191,-47.9554146253174,restaurantes
Don'durica,CLN 201 BL A  lj 14,-15.7836704,-47.8787384,restaurantes
Trem da Serra,NC Rural Sobradinho II Ch 46,-15.6197462,-47.8219604,restaurantes
Tchê Self-Service,"CLSW, 103",-15.801502,-47.925541,restaurantes
TNT Fit Food,"Primeira Avenida, 5 - Sudoeste, Cruzeiro",-15.7981303503659,-47.9213131964207,restaurantes
Gazebo Restaurante,SCES TR 2  lj 39,-15.8186769,-47.836998,restaurantes
Frans Café,SAI SO 6580,-15.8219995498657,-47.9854011535645,restaurantes
Restaurante Pequim,CLN 405 BL C  lj 15,-15.7732601,-47.8763008,restaurantes
El Manfredo,"Cln, 409",-15.7598007787683,-47.8799837082624,restaurantes
Bar do Calaf,"SBS, Quadra 2",-15.800944,-47.882044,restaurantes
Germinar Alimentos,CLN 202 Bloco D loja 67,-15.7743127,-47.88647,restaurantes
Potência Grill,Scen Trecho 1 14,-15.7880140327355,-47.8559125029379,restaurantes
Sertão & Mar Restaurante,Área Clube Vizinhança,-15.7835998535156,-47.880500793457,restaurantes
Eighties Batataria,CLSW 101 BL B  lj 106,-15.7981596,-47.9202499,restaurantes
Gibão Carne de Sol,"Lanchonete, 7",-15.8041111414641,-47.9206049308198,restaurantes
Senhor Taco,"CLN 411 Bloco B, 20",-15.7535305,-47.8822218,restaurantes
Kobe,Liberty Mall,-15.80187,-47.8993899,restaurantes
Pê Efe,"CLS, 405",-15.8139327184409,-47.8898678352295,restaurantes
Tomatzo,Centro Comercial Conjunto Nacional,-15.7915481707644,-47.8835827686981,restaurantes
Restaurante Fogão Goiano,"Av 3 AE 12, L1/M1",-15.8675990168432,-47.96143639151,restaurantes
John Gator's Steak N' Barbecue,CLS 213 Bloco B Loja 5,-15.8298673241378,-47.9157783020996,restaurantes
Jardim Bom Demais,Estação Ecológica Jardim Botânico de Brasília,-15.873936,-47.836529,restaurantes
Restaurante Diminas,"CLN 105 Bloco A, 28",-15.7711516430712,-47.8835141761202,restaurantes
Bar de Alemão,"SHTN Polo, 03",-15.7863994355767,-47.8340360620521,restaurantes
BierFass Choperia e Restaurante,"Pontão do Lago Sul, s/n",-15.824762,-47.873939,restaurantes
Fornalle Restaurante e Pizzaria,QE 13 Conjunto A,-15.826486,-47.98164,restaurantes
O Gaúcho da Vila Restaurante,"R. 4, s/n",-15.790273,-47.856084,restaurantes
Ricco Burger,"CLS, 306",-15.811384,-47.901661,restaurantes
Sky's Burger,CLS 106,-15.811596,-47.897682,restaurantes
Vila Brasas Churrascaria,Av. do Contorno  c 01,-15.7929401,-47.8444214,restaurantes
Boutique da Pizza,"QE, 42",-15.8201212,-47.9745795,restaurantes
Marietta & Marvin,"CLS 409 Bl. D, 26",-15.8234082,-47.900679,restaurantes
Koni Store,"QI, 33",-15.839509292826,-47.9672035858666,restaurantes
